"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","-820,000","-17.2"
"CENSUS","2022","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","1,846,000","(H)"
"CENSUS","2022","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","24,250,000","22.6"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (1,000 TO 4,999 $)","1,226,000","13.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (10,000 TO 24,999 $)","7,600,000","10.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (25,000 TO 49,999 $)","14,772,000","17.7"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (5,000 TO 9,999 $)","2,763,000","12.7"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (50,000 OR MORE $)","369,665,000","6.7"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","NET GAIN","NET GAIN: (LESS THAN 1,000 $)","78,000","11.2"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - GAIN, MEASURED IN $","TOTAL","NOT SPECIFIED","396,104,000","6.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (1,000 TO 4,999 $)","2,733,000","15.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (10,000 TO 24,999 $)","16,182,000","15.0"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (25,000 TO 49,999 $)","14,492,000","12.4"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (5,000 TO 9,999 $)","6,520,000","14.7"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (50,000 OR MORE $)","45,467,000","11.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (LESS THAN 1,000 $)","91,000","12.6"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - LOSS, MEASURED IN $","TOTAL","NOT SPECIFIED","85,484,000","11.5"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","76,262,000","3.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","-1,453,000","-89.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","-4,293,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","-5,061,000","-44.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","7,474,000","25.6"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","5,076,000","45.2"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","131,293,000","(L)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","8,417,000","25.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","49,431,000","22.2"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","-554,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","45,234,000","13.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","-1,205,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","-9,139,000","-21.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","240,183,000","2.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","-1,028,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","27,174,000","25.6"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","-5,504,000","-24.4"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","3,660,000","57.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","45,532,000","20.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","-5,337,000","-21.2"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","8,212,000","28.7"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","32,063,000","16.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","-25,197,000","-16.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","-9,146,000","-20.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","239,124,000","2.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","-1,088,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","28,083,000","25.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","-5,348,000","-24.4"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","3,756,000","55.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","46,682,000","22.4"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","-5,249,000","-21.4"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","7,963,000","31.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","30,988,000","15.7"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","-25,145,000","-17.5"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","4,569,000","26.8"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","15,003,000","58.8"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","3,997,000","35.8"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","4,066,000","37.5"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","67,994,000","17.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","67,994,000","17.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","258,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)"," (D)","(D)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","-396,000","-75.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","1,552,000","68.6"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","-6,614,000","-18.0"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","-17,077,000","-23.5"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","TOTAL","NOT SPECIFIED","310,620,000","8.4"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (1,000 TO 4,999 $)","2,745,000","15.4"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (10,000 TO 24,999 $)","16,120,000","14.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (25,000 TO 49,999 $)","14,553,000","12.5"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (5,000 TO 9,999 $)","6,519,000","14.6"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (50,000 OR MORE $)","45,012,000","11.0"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","NET LOSS","NET LOSS: (LESS THAN 1,000 $)","90,000","12.8"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - LOSS, MEASURED IN $","TOTAL","NOT SPECIFIED","85,038,000","11.4"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","76,325,000","3.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","-1,433,000","-90.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","-4,349,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","-5,019,000","-44.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","7,506,000","25.7"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","5,097,000","45.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","131,325,000","(L)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","8,417,000","25.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","47,591,000","22.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","-543,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","45,823,000","13.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","-1,209,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","-9,140,000","-21.1"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","238,443,000","2.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","-997,000","(H)"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","27,039,000","25.7"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","-5,495,000","-24.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","3,627,000","57.4"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","45,681,000","20.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","-5,337,000","-21.2"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","8,176,000","28.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","32,636,000","17.2"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","-25,101,000","-16.9"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","-9,147,000","-20.3"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","237,383,000","2.0"
"CENSUS","2022","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF PRODUCERS - NET INCOME, MEASURED IN $","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","-1,057,000","(H)"
